UDI,Product ID,Type,Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,RUL
38,L47217,0,-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.07894017255507152,-0.062072901351934134,0,0,0,0,0,0,0.2990578563181703,-0.34911137013762866,0.030677847671200947,149
39,H29452,2,-0.5524211743618752,-0.5429545740840913,-0.8912340416484434,1.074701265961826,-0.03065153898699653,0,0,0,0,0,0,0.2990578563181703,0.9760187163206867,0.13849635236896143,147
40,L47219,0,-0.6024172079894964,-0.61035545968962,-1.052996578146736,1.255271230251427,0.04790186692534748,0,0,0,0,0,0,0.2990578563181703,1.0701754070972789,0.26414920077827064,142
41,L47220,0,-0.6024172079894964,-0.61035545968962,-0.9860603561474425,0.5430230377757772,0.07932322929028508,0,0,0,0,0,0,0.2990578563181703,0.18323645121674215,0.2816071810342748,140
42,L47221,0,-0.6024172079894964,-0.61035545968962,-0.9525922451477957,1.0847329306445812,0.11074459165522269,0,0,0,0,0,0,0.2990578563181703,0.9347239876056002,0.3073740234308181,138
43,M14902,1,-0.6024172079894964,-0.61035545968962,-0.9525922451477957,0.9141946310377358,0.1421659540201603,0,0,0,0,0,0,0.2990578563181703,0.7065581023601667,0.3416794382344272,136
44,H29457,2,-0.6024172079894964,-0.5429545740840913,-0.9302801711480313,0.8540046429412019,0.18929799756756668,0,0,0,0,0,0,0.3989535894637948,0.6450624122707967,0.38713661324387405,133
45,M14904,1,-0.6024172079894964,-0.61035545968962,-0.37247832115391877,0.7536879961136456,0.2678514034799107,0,0,0,0,0,0,0.2990578563181703,0.9764798358858109,0.3274165891448832,128
46,L47225,0,-0.6024172079894964,-0.61035545968962,-0.2776520066549197,0.9141946310377358,0.3149834470273171,0,0,0,0,0,0,0.2990578563181703,1.2894426658412688,0.35194341559843517,125
47,M14906,1,-0.652413241617146,-0.677756345295187,1.6969665423242386,-1.4231832400443263,0.3464048093922547,0,0,0,0,0,0,0.2990578563181703,-1.2183119393427375,-0.010039479520101157,123
48,L47227,0,-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,0,0,0,0,0,0,0.2990578563181703,0.5578813812985339,0.5356816394404508,120
49,H29462,2,-0.6024172079894964,-0.5429545740840913,-0.6346451906511517,1.3957145358100058,0.4249582153045987,0,0,0,0,0,0,0.3989535894637948,1.6522162198847483,0.5578035514971645,118
50,M14909,1,-0.5524211743618752,-0.5429545740840913,-0.7071594311503863,0.4126113968999543,0.5035116212169427,0,0,0,0,0,0,0.2990578563181703,0.22585567229973952,0.6613612002640932,113
51,L47230,0,-0.5524211743618752,-0.61035545968962,7.375389375264303,-3.54989615278852,0.5506436647643491,1,0,0,1,0,0,0.19916212317254572,-4.592215875758368,-0.4923522236974974,110
52,L47231,0,-0.5524211743618752,-0.61035545968962,-0.8689219676486789,1.496031182637562,0.5820650271292868,0,0,0,0,0,0,0.19916212317254572,1.565800451169501,0.7949797295059778,108
53,H29466,2,-0.6024172079894964,-0.677756345295187,-0.23302785865539066,0.382516402851687,0.6134863894942243,0,0,0,0,0,0,0.19916212317248896,0.5495616070171384,0.6389815751446627,106
54,L47233,0,-0.652413241617146,-0.677756345295187,0.14627739934060582,-0.49023842454805255,0.6920397954065683,0,0,0,0,0,0,0.2990578563181703,-0.49405007940537926,0.6138320756109185,101
55,L47234,0,-0.652413241617146,-0.677756345295187,0.8491077303331875,-0.991821658685834,0.723461157771506,0,0,0,0,0,0,0.2990578563181703,-0.8896710441730469,0.4717701966188999,99
56,L47235,0,-0.6024172079894964,-0.61035545968962,-0.1493575811562738,0.07153479768626296,0.7548825201364435,0,0,0,0,0,0,0.2990578563181703,0.15415648545016777,0.7557948026494224,97
57,L47236,0,-0.6024172079894964,-0.61035545968962,-0.3445882286542132,0.24207309729310825,0.7863038825013812,0,0,0,0,0,0,0.2990578563181703,0.2607437823759669,0.8449377830260318,95
58,L47237,0,-0.6024172079894964,-0.61035545968962,-0.14377956265633265,0.03140813895523986,0.8177252448663187,0,0,0,0,0,0,0.2990578563181703,0.09877308236234127,0.8162301184275115,93
59,M14918,1,-0.6024172079894964,-0.677756345295187,0.6817671753349538,-1.0520116467823681,0.8491466072312563,0,0,0,0,0,0,0.19916212317248896,-1.0760418369199631,0.6233824516081936,91
60,L47239,0,-0.6024172079894964,-0.61035545968962,-0.8968120601483845,1.445872859223784,0.8962786507786628,0,0,0,0,0,0,0.2990578563181703,1.471270940318978,1.1444709557757786,88
61,L47240,0,-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0,0,0,0,0,0,0.2990578563181703,1.3053267632016208,1.147905940124702,86
62,M14921,1,-0.6024172079894964,-0.677756345295187,0.2968838988390162,-0.17925681938262783,0.9591213755085379,0,0,0,0,0,0,0.19916212317248896,0.08312445031184026,0.825747803905454,84
63,L47242,0,-0.6024172079894964,-0.677756345295187,1.618874283325063,-1.7141015158442399,1.0062534190559445,0,0,0,0,0,0,0.19916212317248896,-1.7741376143001504,0.5414629952495404,81
64,M14923,1,-0.5524211743618752,-0.677756345295187,1.5240479688260637,-1.4131515753615709,1.037674781420882,0,0,0,0,0,0,0.09926639002686442,-1.2790031229567842,0.5880650167411429,79
65,L47244,0,-0.5024251407342256,-0.61035545968962,-0.08799937765692141,-0.13913016065160544,1.0848068249682883,0,0,0,0,0,0,0.09926639002686442,-0.11570638174801387,1.061856637714658,76
66,L47245,0,-0.5024251407342256,-0.61035545968962,-0.8075637641493265,0.5129280437275106,1.116228187333226,0,0,0,0,0,0,0.09926639002686442,0.2847416218715958,1.3478813715738571,74
67,M14926,1,-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,0,0,0,0,0,0,-0.0006293431188168923,-1.1557272221953083,0.86438240083915,72
68,H29481,2,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0,0,0,0,0,0,0.09926639002680764,0.45949612599920453,1.2799301930439135,69
69,L47248,0,-0.6024172079894964,-0.7451572309007539,-0.06568730365715691,-0.7610933709824549,1.273334999157914,0,0,0,0,0,0,0.09926639002680764,-1.0294098945149261,1.2391131333571324,64
70,L47249,0,-0.5524211743618752,-0.677756345295187,-0.7183154681502685,2.5794509683751707,1.3047563615228517,1,0,0,1,1,0,0.09926639002686442,3.205257104169493,1.5133918293883353,62
71,M14930,1,-0.5524211743618752,-0.677756345295187,2.14878604081947,-1.7441965098925065,1.3361777238877892,0,0,0,0,0,0,0.09926639002686442,-1.617327528994088,0.6886205823345446,60
72,L47251,0,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0,0,0,0,0,0,0.19916212317254572,0.5983617924837196,1.5022514671482605,57
73,L47252,0,-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0,0,0,0,0,0,0.19916212317254572,0.08010264550208793,1.7285679225391368,55
74,L47253,0,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0,0,0,0,0,0,0.09926639002686442,-0.41668991406481126,1.2826648990660865,53
75,L47254,0,-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,0,0,0,0,0,0,0.09926639002686442,-0.809887548351932,1.2954063965112788,51
76,L47255,0,-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0,0,0,0,0,0,0.09926639002680764,0.4348409458469098,1.8060529623149548,49
77,L47256,0,-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0,0,0,0,0,0,0.09926639002680764,0.9825528786690458,1.6433480366912867,47
78,L47257,0,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,1,1,0,0,0,0,0.09926639002680764,0.012200336773860202,1.689245644690012,45
79,L47258,0,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0,0,0,0,0,0,0.09926639002680764,1.1802554394525322,-1.6651873277767049,253
80,L47259,0,-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.20935181343089515,-1.6645623819637518,0,0,0,0,0,0,0.09926639002680764,-0.6702271864466707,-1.6317138559854516,251
81,H29494,2,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,0,0,0,0,0,0,-0.0006293431188168923,1.1909004336687041,-1.6002325769790062,249
82,L47261,0,-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,0,0,0,0,0,0,-0.0006293431188168923,0.8739543155549376,-1.5195430977553135,244
83,L47262,0,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.08156646236901802,-1.5231662513215327,0,0,0,0,0,0,-0.0006293431188168923,-0.06718090580959377,-1.4875452486422556,242
84,L47263,0,-0.5024251407342256,-0.677756345295187,-0.38921237665374214,0.011344809589729025,-1.491744888956595,0,0,0,0,0,0,-0.0006293431188168923,-0.10402141574666761,-1.4575333125053012,240
85,L47264,0,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,0,0,0,0,0,0,-0.0006293431188168923,0.7574186092879409,-1.4176672462823103,238
86,M14945,1,-0.5024251407342256,-0.677756345295187,1.4794238208265347,-1.32286659321677,-1.42890216422672,0,0,0,0,0,0,-0.0006293431188168923,-1.1400393459264972,-1.4440657294749497,236
87,H29500,2,-0.5024251407342256,-0.677756345295187,-0.5732869871517993,0.3925480675344427,-1.3817701206793134,0,0,0,0,0,0,-0.0006293431188168923,0.30151852519846595,-1.3383780836866128,233
88,L47267,0,-0.5024251407342256,-0.677756345295187,0.029139010841842207,-0.8212833590789884,-1.3032167147669695,0,0,0,0,0,0,-0.0006293431188168923,-1.066260215506577,-1.2852504151201534,228
89,M14948,1,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,0,0,0,0,0,0,-0.0006293431188168923,0.4092831486735199,-1.218709244201615,226
90,M14949,1,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.04884517850680491,-1.2246633088546255,0,0,0,0,0,0,-0.0006293431188168923,-0.12073945274607521,-1.1917864456179565,223
91,L47270,0,-0.5524211743618752,-0.7451572309007539,1.1949448773295372,-1.4231832400443263,-1.177531265307219,0,0,0,0,0,0,-0.0006293431188168923,-1.4461246266233956,-1.223463526894181,220
92,L47271,0,-0.5524211743618752,-0.7451572309007539,1.6244523018250039,-1.5134682221891271,-1.1461099029422814,0,0,0,0,0,0,-0.0006293431188168923,-1.412806285279506,-1.2164050160835893,218
93,M14952,1,-0.5524211743618752,-0.7451572309007539,1.049916396331068,-1.2927715991685031,-1.114688540577344,0,0,0,0,0,0,-0.0006293431188168923,-1.2916691944158414,-1.1624650128666072,216
94,L47273,0,-0.452429107106576,-0.677756345295187,-0.49519472815262355,0.3022630853896422,-1.0675564970299374,0,0,0,0,0,0,-0.1005250762644982,0.23378300439804967,-1.017879638792743,213
95,L47274,0,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,0,0,0,0,0,0,-0.1005250762644982,-0.8069932872516825,-1.0575880944363338,211
96,M14955,1,-0.5024251407342256,-0.677756345295187,-1.0474185596467949,1.2251762362031606,-1.0047137723000623,0,0,0,0,0,0,-0.0006293431188168923,1.0355620065492095,-0.9009713663189557,209
97,M14956,1,-0.5024251407342256,-0.677756345295187,0.20205758434001708,-0.4701750951825417,-0.9575817287526558,0,0,0,0,0,0,-0.0006293431188168923,-0.42870845592178036,-0.9649648038996096,206
98,M14957,1,-0.5524211743618752,-0.7451572309007539,1.178210821829714,-1.0118849880513456,-0.9104496852052494,0,0,0,0,0,0,-0.0006293431188168923,-0.7497752169579354,-0.9947615070433159,203
99,L47278,0,-0.5524211743618752,-0.8125581165062826,-0.05453126665727467,-0.7309983769341876,-0.863317641657843,0,0,0,0,0,0,-0.10052507626444142,-0.9780490238037176,-0.8518191803205657,200
100,L47279,0,-0.6024172079894964,-0.8125581165062826,-0.08799937765692141,0.4427063909482209,-0.8318962792929054,0,0,0,0,0,0,-0.0006293431188168923,0.7509433132670437,-0.8178007848274114,198
101,L47280,0,-0.6024172079894964,-0.7451572309007539,1.7471687088237087,-1.5034365575063715,-0.8004749169279678,0,0,0,0,0,0,0.09926639002680764,-1.340891255229238,-0.9429953664575303,196
102,L47281,0,-0.6024172079894964,-0.8125581165062826,2.522513280315525,-1.9347981388648636,-0.7690535545630302,0,0,0,0,0,0,-0.0006293431188168923,-1.8399109241851432,-0.9698436211898397,194
103,L47282,0,-0.6024172079894964,-0.8125581165062826,0.09049721434119458,0.06150313300350718,-0.7376321921980926,0,0,0,0,0,0,-0.0006293431188168923,0.3106035617368762,-0.7446991430398652,192
104,M14963,1,-0.6024172079894964,-0.8125581165062826,-0.5453968946520936,0.05147146832075141,-0.706210829833155,0,0,0,0,0,0,-0.0006293431188168923,-0.15762901795603534,-0.6393102044476813,190
105,L47284,0,-0.6024172079894964,-0.8799590021118496,-0.49519472815262355,0.3423897441206646,-0.6590787862857486,0,0,0,0,0,0,-0.1005250762644982,0.2906871209453286,-0.5971296409531677,187
106,L47285,0,-0.6024172079894964,-0.8799590021118496,0.29130588033907506,-0.8915050118582778,-0.627657423920811,0,0,0,0,0,0,-0.1005250762644982,-1.028889908622338,-0.6622876085149412,185
107,L47286,0,-0.6024172079894964,-0.8799590021118496,-0.5230848206523292,0.8540046429412019,-0.5962360615558734,0,0,0,0,0,0,-0.1005250762644982,0.9924227995736261,-0.5284791888169793,183
108,M14967,1,-0.6024172079894964,-0.8125581165062826,-0.23302785865539066,0.6834663433343559,-0.5648146991909357,0,0,0,0,0,0,-0.0006293431188168923,0.9901760680754654,-0.5366148038968515,181
109,H29522,2,-0.5524211743618752,-0.8125581165062826,0.4586464353373088,-0.7309983769341876,-0.5176826556435293,0,0,0,0,0,0,-0.10052507626444142,-0.682893257905728,-0.5795193577426848,178
110,L47289,0,-0.5524211743618752,-0.8799590021118496,0.1853235288401937,-0.5905550713756088,-0.4391292497311854,0,0,0,0,0,0,-0.20042080941012275,-0.6241740962616823,-0.47104464453657163,173
111,L47290,0,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.7542281745752621,-0.40770788736624775,0,0,0,0,0,0,-0.20042080941012275,-1.750993336552731,-0.6373443226993402,171
112,H29525,2,-0.652413241617146,-0.9473598877173782,-0.22187182165550842,0.3524214088034203,-0.37628652500131016,0,0,0,0,0,0,-0.10052507626444142,0.5140357783933984,-0.35027611166185224,169
113,M14972,1,-0.6024172079894964,-0.8799590021118496,-0.22744984015544953,-0.04884517850680491,-0.29773311908896616,0,0,0,0,0,0,-0.1005250762644982,-0.0781104206085016,-0.2710775603638163,164
114,M14973,1,-0.6024172079894964,-0.9473598877173782,-0.29438606215474306,0.1919147738793301,-0.25060107554155975,0,0,0,0,0,0,-0.20042080941012275,0.22528663113426642,-0.21244766239210666,161
115,L47294,0,-0.6024172079894964,-0.9473598877173782,0.7877495268338351,-1.0620433114651238,-0.20346903199415334,0,0,0,0,0,0,-0.20042080941012275,-1.0375334477047786,-0.3383028909085389,158
116,L47295,0,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.17204766962921575,0,0,0,0,0,0,-0.20042080941012275,0.5326964041990755,-0.07462432191377262,156
117,L47296,0,-0.5524211743618752,-0.8799590021118496,0.14069938084066472,-0.5905550713756088,-0.14062630726427813,0,0,0,0,0,0,-0.20042080941012275,-0.650938653148058,-0.17987692570433042,154
118,L47297,0,-0.6024172079894964,-0.9473598877173782,0.3359300283386041,-0.7009033828859209,-0.10920494489934053,0,0,0,0,0,0,-0.20042080941012275,-0.706410355727078,-0.18303893734985655,152
119,M14978,1,-0.6024172079894964,-0.9473598877173782,0.9383560263322456,-1.1924549523409467,-0.07778358253440293,0,0,0,0,0,0,-0.20042080941012275,-1.1773704085924277,-0.24932026055709858,150
120,L47299,0,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.07153479768626296,-0.03065153898699653,0,0,0,0,0,0,-0.20042080941012275,-0.025532979129731143,0.030299921658110344,147
121,L47300,0,-0.5524211743618752,-0.8799590021118496,-0.5900210426516227,0.4728013849964882,0.0007698233779410749,0,0,0,0,0,0,-0.20042080941012275,0.40107129599247315,0.10327715399036488,145
122,L47301,0,-0.5524211743618752,-0.8799590021118496,0.10723126984101795,0.12169312110004112,0.03219118574287868,0,0,0,0,0,0,-0.20042080941012275,0.4142671643986956,-0.008486807992656093,143
123,L47302,0,-0.5024251407342256,-0.8125581165062826,-1.276117318144381,1.074701265961826,0.06361254810781627,0,0,0,0,0,0,-0.20042080941012275,0.6327985940494004,0.34097238006671915,141
124,L47303,0,-0.5524211743618752,-0.8799590021118496,0.040295047841724455,0.3423897441206646,0.09503391047275388,0,0,0,0,0,0,-0.20042080941012275,0.699454898846333,0.06508371020920883,139
125,L47304,0,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,0,0,0,0,0,0,-0.20042080941012275,-0.9019642955581756,-0.0890849350855873,137
126,L47305,0,-0.5524211743618752,-0.9473598877173782,0.11838730684090021,-0.7811567003479657,0.1578766352026291,0,0,0,0,0,0,-0.30031654255574725,-0.9551205892569946,0.1097220566007932,135
127,L47306,0,-0.5024251407342256,-0.9473598877173782,-1.1701349666454997,2.0578044048718778,0.18929799756756668,0,0,0,0,0,0,-0.4002122757014286,2.0051198530236487,0.45353987092926545,133
128,L47307,0,-0.5524211743618752,-0.9473598877173782,-0.7015814126504452,0.6533713492860893,0.2207193599325043,0,0,0,0,0,0,-0.30031654255574725,0.5628948301874414,0.360798698077203,131
129,L47308,0,-0.5024251407342256,-0.9473598877173782,0.2689938063393106,-0.13913016065160544,0.2521407222974419,0,0,0,0,0,0,-0.4002122757014286,0.12666591052508605,0.16823930233224846,129
130,L47309,0,-0.5524211743618752,-1.0147607733229451,0.11280928834095907,-0.570491742010098,0.2835620846623795,0,0,0,0,0,0,-0.4002122757014286,-0.637075633030592,0.23127057436200352,127
131,L47310,0,-0.6024172079894964,-1.0821616589285121,-0.36690030265397766,0.11166145641728534,0.3149834470273171,0,0,0,0,0,0,-0.4002122757014854,0.056232349715962554,0.3738538649494209,125
132,L47311,0,-0.6024172079894964,-1.0821616589285121,1.1056965813304793,-1.2325816110719694,0.3464048093922547,0,0,0,0,0,0,-0.4002122757014854,-1.1628304257091404,0.090965512946911,123
133,M14992,1,-0.652413241617146,-1.0821616589285121,-0.5453968946520936,0.3223264147551537,0.3778261717571923,0,0,0,0,0,0,-0.30031654255580403,0.22408968247585845,0.48426950205553515,121
134,M14993,1,-0.652413241617146,-1.0821616589285121,-0.606755098151446,0.964352954451514,0.4249582153045987,0,0,0,0,0,0,-0.30031654255580403,1.0753752660231508,0.5500308561150878,118
135,L47314,0,-0.6024172079894964,-1.0821616589285121,-0.9470142266478546,1.3054295536652054,0.4720902588520051,0,0,0,0,0,0,-0.4002122757014854,1.2351973450843876,0.7001572406252451,115
136,M14995,1,-0.6024172079894964,-1.0147607733229451,0.9606681003320101,-1.1523282936099244,0.5035116212169427,0,0,0,0,0,0,-0.30031654255580403,-1.0991959257219595,0.254793105650301,113
137,H29550,2,-0.652413241617146,-1.0147607733229451,-0.6625352831508573,0.5731180318240445,0.5506436647643491,0,0,0,0,0,0,-0.20042080941012275,0.4833762328399083,0.6978276248786563,110
138,L47317,0,-0.652413241617146,-0.9473598877173782,-1.3486315586436157,1.5361578413685846,0.6291970706766932,0,0,0,0,0,0,-0.10052507626444142,1.1534810715115789,1.0123807149364454,105
139,H29552,2,-0.6024172079894964,-0.9473598877173782,-0.5007727466525647,0.9442896250860024,0.6606184330416307,0,0,0,0,0,0,-0.20042080941012275,1.1394022081934159,0.7638917328515168,103
140,L47319,0,-0.6024172079894964,-0.9473598877173782,-1.5103940951419084,1.5863161647823627,0.7391718389539748,0,0,0,0,0,0,-0.20042080941012275,1.058343275277275,1.2031565819067622,98
